name,avg_rating,total_reviews,address,phone_number,website,region,Business Type,email
Youth Hostel Jacques Brel,4.0,"1,141","Rue de la Sablonnière 30, 1000 Bruxelles",02 218 01 87,https://www.lesaubergesdejeunesse.be,brussels,hotel,
Residence Inn by Marriott Brussels Airport,4.5,255,"Bessenveldstraat 11, 1831 Machelen",02 889 30 00,https://www.marriott.com,brussels,hotel,
Hotel Aris Grand-Place,3.9,694,"Grasmarkt Straat 78/80, 1000 Brussel",02 514 43 00,https://www.arishotel.be,brussels,hotel,aris@arbanyhotels.com
Hotel Aris Grand-Place,3.9,694,"Grasmarkt Straat 78/80, 1000 Brussel",02 514 43 00,https://www.arishotel.be,brussels,hotel,group@arbanyhotels.com
Hotel Alma Grand Place,3.8,496,"Rue des Eperonniers 42, 1000 Bruxelles",02 502 28 28,https://www.almahotel.be,brussels,hotel,alma@arbanyhotels.com
"Holiday Inn Brussels Airport, an IHG Hotel",4.0,"1,879","Holidaystraat 7, 1831 Brussel",02 720 58 65,https://www.ihg.com,brussels,hotel,
Hotel NH Brussels Airport,4.1,"1,583","De Kleetlaan 14, 1831 Machelen",02 203 92 52,https://www.nh-hotels.com,brussels,hotel,
Chic Cocoon Center,4.0,110,"Rue de Lausanne 14, 1060 Saint-Gilles",0470 89 53 71,,brussels,hotel,
OPO Hotel,4.8,30,"1, Rue Sainte-Catherine 3, 1000 Bruxelles",02 315 42 62,https://www.opohotel.be,brussels,hotel,welcome@opohotel.be
Hotel Villa Royale,3.5,617,"Rue Royale 195, 1210 Saint-Josse-ten-Noode",02 226 04 60,https://www.villaroyale.be,brussels,hotel,villa.royale@skynet.be
Hotel Le Plaza Brussels,4.2,"2,463","Adolphe Maxlaan 118/126, 1000 Brussel",02 278 01 00,https://www.leplaza-brussels.com,brussels,hotel,
Thon Hotel Brussels Airport,3.6,553,"Berkenlaan 4, 1831 Machelen",02 721 77 77,https://www.thonhotels.com,brussels,hotel,
Pentahotel Brussels Airport,3.7,878,"Berkenlaan 5, 1831 Machelen",02 725 33 80,https://www.pentahotels.com,brussels,hotel,
The Dominican,4.4,"1,800","Rue Léopold 9, 1000 Bruxelles",02 203 08 08,https://www.thedominican.be,brussels,hotel,info@thedominican.be
Hotel Bentley,2.6,452,"Av. Rogier 51, 1030 Schaerbeek",02 303 65 99,https://www.hotel-bentley.com,brussels,hotel,
9HOTEL CENTRAL,4.3,616,"Rue des Colonies 10, 1000 Bruxelles",02 504 99 10,https://www.9-hotel-central-brussels.be,brussels,hotel,info@le9hotel-central.com
Sleep Well,4.1,"2,237","Rue du Damier 23, 1000 Bruxelles",02 218 50 50,https://www.sleepwell.be,brussels,hotel,info@sleepwell.be
Hotel Evergreen,2.8,195,"Av. V-Day 1, 1140 Evere",02 726 70 15,https://www.hotelevergreen.be,brussels,hotel,reservationevergreen@gmail.com
Hotel Aviation,2.4,919,"Sq. de l'Aviation 20/22, 1070 Bruxelles",02 527 01 30,https://www.aviation-hotel.com,brussels,hotel,
Hôtel Manhattan,2.2,630,"Bd Adolphe Max 132, 1000 Bruxelles",02 219 16 19,https://www.hotelmanhattan.be,brussels,hotel,
Vintage Hotel Brussels,4.3,449,"Rue Dejoncker 45, 1060 Bruxelles",02 533 99 80,https://www.vintagehotel.be,brussels,hotel,info@vintagehotel.be
Juliana Hotel Brussels,4.5,175,"Pl. des Martyrs 1/4, 1000 Bruxelles",02 214 08 00,https://www.juliana-brussels.com,brussels,hotel,info@juliana-brussels.com
ibis Brussels Expo Atomium,3.7,636,"Romeinsesteenweg 572, 1853 Brussel",02 461 00 21,https://www.all.accor.com,brussels,hotel,
Saint-Nicolas,3.8,"1,490","Rue du Marché aux Poulets 32, 1000 Bruxelles",,,brussels,hotel,
LA PIÈCE,3.5,186,"Rue Auguste Orts 38, 1000 Bruxelles",02 633 55 25,https://www.lapiece.be,brussels,hotel,contact@lapiece.be
Steigenberger Wiltcher's,4.4,"1,994","Av. Louise 71, 1050 Bruxelles",02 542 42 42,https://www.hrewards.com,brussels,hotel,
Secret Walls,3.7,7,"Rue des Echelles 7, 1000 Bruxelles",,https://www.urbanwalls.be,brussels,hotel,
Aparthotel Adagio Brussels Grand Place,4.3,"1,311","Bd Anspach 20, 1000 Bruxelles",02 212 93 00,https://www.adagio-city.com,brussels,hotel,
ibis Brussels Airport,3.6,214,"Bessenveldstraat 17b, 1831 Machelen",02 725 43 21,https://www.all.accor.com,brussels,hotel,
Fly Inn Hotel & Lounge - Brussels Airport,3.7,382,"Stationsstraat 87, 1831 Machelen",02 511 04 02,https://www.flyinn.be,brussels,hotel,02info@flyinn.be
Fly Inn Hotel & Lounge - Brussels Airport,3.7,382,"Stationsstraat 87, 1831 Machelen",02 511 04 02,https://www.flyinn.be,brussels,hotel,info@flyinn.be
Fly Inn Hotel & Lounge - Brussels Airport,3.7,382,"Stationsstraat 87, 1831 Machelen",02 511 04 02,https://www.flyinn.be,brussels,hotel,info@flyinn.beKlantenservice
Hotel Albert,2.6,574,"Rue Royale-Sainte-Marie 27, 1030 Schaerbeek",02 217 93 91,https://www.hotelalbert.be,brussels,hotel,info@hotelalbert.beN
HOTEL EUROPACITY,3.1,35,"Rue de Brabant 80, 1210 Bruxelles",02 511 74 00,https://www.hoteleuropacity.com,brussels,hotel,info@hoteleuropacity.com
Citadines Apart’hotel Sainte-Catherine Brussels,4.1,"1,145","Quai au Bois à Brûler 51, 1000 Bruxelles",02 221 14 11,https://www.discoverasr.com,brussels,hotel,
Hotel Hubert - Grand Place,4.4,685,"Rue d'Arenberg 18, 1000 Bruxelles",02 548 18 18,https://www.hotelhubert-brussels.be,brussels,hotel,info@hotelhubert.be
ibis Brussels City Centre,3.9,"2,852","Rue Joseph Plateau N°2, 1000 Bruxelles",02 620 04 26,https://www.all.accor.com,brussels,hotel,
Brussels Marriott Hotel Grand Place,4.2,"1,773","Rue Auguste Orts, Grand Place 3-7, 1000 Bruxelles",02 516 90 90,https://www.marriott.com,brussels,hotel,
Hôtel La Légende,4.1,180,"Rue du Lombard 35, 1000 Bruxelles",02 512 82 90,https://www.hotellalegende.com,brussels,hotel,info@hotellalegende.com
9HOTEL SABLON,4.3,433,"Rue de la Paille 2, 1000 Bruxelles",02 880 07 01,https://www.9-hotel-sablon-brussels.be,brussels,hotel,info@le9hotel-sablon.com
Gresham Belson Hotel Brussels,3.9,"1,178","Av. des Anciens Combattants 1, 1140 Evere",02 708 31 00,https://www.gresham-hotels-brussels.com,brussels,hotel,rec@gresham-belsonhotel.com
Gresham Belson Hotel Brussels,3.9,"1,178","Av. des Anciens Combattants 1, 1140 Evere",02 708 31 00,https://www.gresham-hotels-brussels.com,brussels,hotel,resa@gresham-belsonhotel.com
2GO4,4.1,"1,220","Bd Emile Jacqmain 99, 1000 Bruxelles",02 219 30 19,https://www.2go4.be,brussels,hotel,
Hotel nhow Brussels Bloom,4.7,"1,759","Rue Royale 250, 1210 Bruxelles",02 220 66 11,https://www.nh-hotels.com,brussels,hotel,
The Augustin,4.1,639,"Av. de Stalingrad 25/31, 1000 Bruxelles",02 548 98 38,https://www.theaugustin.com,brussels,hotel,BOOK@THEAUGUSTIN.COM
Hotel NH Collection Brussels Grand Sablon,4.5,"1,574","Rue Bodenbroek 2, 1000 Bruxelles",02 518 11 00,https://www.nh-hotels.com,brussels,hotel,
HOTEL WINDSOR,2.6,655,"Pl. Rouppe 13, 1000 Bruxelles",02 511 20 14,https://www.hotel-windsor-bruxelles.com,brussels,hotel,
Hotel Amigo,4.6,997,"Rue de l'Amigo 1, 1000 Bruxelles",02 547 47 47,https://www.roccofortehotels.com,brussels,hotel,enquiries@roccofortehotels.com
Renaissance Brussels Hotel,4.2,"1,644","Rue du Parnasse 19, 1050 Bruxelles",02 505 29 29,https://www.marriott.com,brussels,hotel,
ibis Brussels Centre Châtelain,4.3,303,"Chau. de Vleurgat 191, 1050 Bruxelles",02 850 93 30,https://www.all.accor.com,brussels,hotel,
Hotel NH Collection Brussels Centre,4.5,"2,223","Bd Adolphe Max 7, 1000 Bruxelles",02 217 01 20,https://www.nh-hotels.com,brussels,hotel,
JAM Brussels,4.0,"1,668","Chau. de Charleroi 132, 1060 Bruxelles",02 537 17 87,https://www.jamhotels.eu,brussels,hotel,info@jamhotels.eu
Hotel Mercure Brussels Centre Midi,4.1,"1,023","Bd Jamar 25/29, 1060 Bruxelles",02 528 18 90,https://www.all.accor.com,brussels,hotel,
Hotel Agora Brussels Grand Place,4.5,363,"Rue des Eperonniers 3, 1000 Brussel centrum",02 502 36 41,https://www.hotelagora.be,brussels,hotel,info@hotelagora.be
Hotel du Congres,3.8,979,"Rue du Congrès 42, 1000 Bruxelles",02 217 18 90,https://www.hotelducongres.be,brussels,hotel,info@hotelducongres.be
Abberdeen,2.6,345,"Rue du Colombier 8, 1000 Bruxelles",02 223 52 58,https://www.reservations.cubilis.eu,brussels,hotel,
Hotel Cafe,3.4,159,"Rue Antoine Dansaert 57, 1000 Bruxelles",0487 88 87 47,https://www.hotelcafepacific.com,brussels,hotel,
Hôtel Résidence Le Quinze,4.3,186,"Grand Place 15, 1000 Bruxelles",02 511 09 56,https://www.hotel-le-quinze-grand-place.be,brussels,hotel,
Stanhope Hotel Brussels by Thon Hotels,4.5,"2,806","Rue du Commerce 9, 1000 Bruxelles",02 506 91 11,https://www.thonhotels.com,brussels,hotel,
"The Hoxton, Brussels",4.5,161,"Sq. Victoria Régina 1, 1210 Bruxelles",02 883 81 00,https://www.thehoxton.com,brussels,hotel,events.rome@thehox.com.
"The Hoxton, Brussels",4.5,161,"Sq. Victoria Régina 1, 1210 Bruxelles",02 883 81 00,https://www.thehoxton.com,brussels,hotel,bonjour@rivieparis.com.If
Hotel Saint-Géry,4.2,338,"Sint-Goriksplein 29/32, 1000 Brussel",02 204 06 20,https://www.hotelstgery.com,brussels,hotel,contact@dandyhotelparis.com
Hotel Saint-Géry,4.2,338,"Sint-Goriksplein 29/32, 1000 Brussel",02 204 06 20,https://www.hotelstgery.com,brussels,hotel,info@hotelstgery.com
The Scott Hotel,4.4,355,"Place Loix 1 Saint-Gilles, 1060 Brussels",02 541 48 98,https://www.thescotthotel.be,brussels,hotel,info@thescotthotel.be
Catalonia Brussels,4.1,703,"Av. du Haut-Pont 2, 1060 Saint-Gilles",02 340 34 00,https://www.cataloniahotels.com,brussels,hotel,gerardo@gerard.com
Hotel Retro,3.7,474,"Rue Royale 183, 1210 Saint-Josse-ten-Noode",0477 08 18 73,https://www.retrohotelbxl.com,brussels,hotel,Belgiuminfo@retrohotelbxl.com
Atlas Hotel Brussels,4.1,980,"Rue du Vieux Marché aux Grains 30, 1000 Bruxelles",02 502 60 06,https://www.atlas-hotel.be,brussels,hotel,info@atlas-hotel.be
Best Western Royal Centre,4.1,753,"Rue Royale 160, 1000 Bruxelles",02 219 00 65,https://www.bestwestern-royal-bruxelles.be,brussels,hotel,reception@royalcentre.be
Hotel Siru,3.2,984,"Rue des Croisades 2, 1210 Bruxelles",02 203 33 03,https://www.hotelsiru.com,brussels,hotel,info@hotelsiru.com
Hotel Agenda Louise,4.3,368,"Rue de Florence 6, 1000 Bruxelles",02 539 00 31,,brussels,hotel,
Hôtel The Moon,3.4,341,"Rue de la Montagne 4/B, 1000 Bruxelles",02 414 49 14,https://www.hotelthemoon.com,brussels,hotel,
Aqua Hôtel Bruxelles,4.2,846,"Rue de Stassart 43, 1050 Bruxelles",02 213 01 01,https://www.aqua-hotel-brussels.com,brussels,hotel,01info@aqua-hotel.be
Aqua Hôtel Bruxelles,4.2,846,"Rue de Stassart 43, 1050 Bruxelles",02 213 01 01,https://www.aqua-hotel-brussels.com,brussels,hotel,01info@aqua-hotel.beContact
B-aparthotel Grand Place Brussels,3.8,240,"Rue des Dominicains 25, 1000 Bruxelles",02 743 51 11,https://www.b-aparthotels.com,brussels,hotel,
Slina Hotel Brussels,3.3,366,"Bergensesteenweg 115/117, 1070 Anderlecht",,https://www.business.site,brussels,hotel,
Le Châtelain Brussels Hotel,4.5,598,"Rue du Châtelain 17, 1000 Bruxelles",02 646 00 55,https://www.le-chatelain.com,brussels,hotel,info@le-chatelain.com
Apart Hotel,3.8,428,"Paleizenstraat 108/110, 1030 Brussel",02 582 47 27,https://www.wellnessaparthotel.be,brussels,hotel,+32.25824727info@wellnessaparthotel.beDescription
Apart Hotel,3.8,428,"Paleizenstraat 108/110, 1030 Brussel",02 582 47 27,https://www.wellnessaparthotel.be,brussels,hotel,+32.25824727info@wellnessaparthotel.beTVA
Novotel Brussels City Centre,4.3,"2,446","Rue de la Vge Noire 32, 1000 Bruxelles",02 620 04 28,https://www.all.accor.com,brussels,hotel,
Thon Hotel Brussels City Centre,4.2,"3,005","Av. du Boulevard 17, 1210 Saint-Josse-ten-Noode",02 205 15 11,https://www.thonhotels.com,brussels,hotel,
Hotel Catalonia Grand Place,3.9,304,"Bd Anspach 159, 1000 Bruxelles",02 512 81 00,https://www.cataloniahotels.com,brussels,hotel,gerardo@gerard.com
Beverly Hills,3.9,384,"Rue du Prince Royal 71, 1050 Bruxelles",02 513 22 22,https://www.hotelbeverlyhills.be,brussels,hotel,info.hotelbeverlyhills@gmail.com
Best Hotel,3.0,254,"Rue de la Grande Ile 26, 1000 Bruxelles",02 512 11 51,https://www.best-hotel.be,brussels,hotel,
B&B HOTEL Brussels Centre Gare du Midi,4.2,786,"Av. Fonsny 10, 1060 Bruxelles",02 681 12 20,https://www.hotel-bb.com,brussels,hotel,
Craves,4.5,259,"Rue du Marché aux Poulets 32, 1000 Bruxelles",02 219 04 40,https://www.craves-hotel.com,brussels,hotel,
Best Western Plus Park Hotel Brussels,3.9,265,"Avenue De I'Yser 21, 1040 Bruxelles",02 735 74 00,https://www.bestwestern.be,brussels,hotel,
Penta Hotel Brussels City Centre,4.2,"3,032","Chau. de Charleroi 38, 1060 Bruxelles",02 533 66 66,https://www.pentahotels.com,brussels,hotel,
Easyhotel,4.1,"2,107","Rue d'Argent 1, 1000 Bruxelles",02 781 02 59,https://www.easyhotel.com,brussels,hotel,
Van Belle Hotel,3.7,"1,749","Bergensesteenweg 39 Anderlecht, 1070 Brussel",02 521 35 16,https://www.hotelvanbelle.be,brussels,hotel,reservation@hotelvanbelle.be
Hotel Chambord,3.8,817,"Rue de Namur 82, 1000 Bruxelles",02 548 99 10,https://www.hotel-chambord.be,brussels,hotel,025489910reservation@hotel-chambord.be
Hôtel Queen Mary,3.2,251,"Rue T'Kint 23, 1000 Bruxelles",02 308 74 01,https://www.hotelqueenmary.be,brussels,hotel,
Sofitel Brussels Europe,4.6,"1,586","Pl. Jourdan 1, 1040 Bruxelles",02 235 51 00,https://www.sofitel-brussels-europe.com,brussels,hotel,H5282@sofitel.com
Hotel Prestige,3.1,455,"Rue du Méridien 70, 1210 Bruxelles",02 211 40 30,https://www.hotelescuatroestrellas.website,brussels,hotel,
Hotel Des Colonies,3.5,"1,003","Rue des Croisades 6/10, 1210 Saint-Josse-ten-Noode",02 203 30 94,https://www.hotel-des-colonies.com,brussels,hotel,info@hotel-des-colonies.com
Hôtel L'Espérance,4.1,395,"Rue du Finistère 1, 1000 Bruxelles",02 219 10 28,https://www.hotel-esperance.be,brussels,hotel,
New Hotel Charlemagne,3.7,562,"Karel de Grotelaan 25/27, 1000 Brussel",02 230 21 35,https://www.new-hotel.com,brussels,hotel,
Park Inn by Radisson Brussels Midi,4.1,"1,374","Pl. Marcel Broodthaers 3, 1060 Bruxelles",02 535 14 00,https://www.radissonhotels.com,brussels,hotel,
Centerstay Brussels,2.6,58,"17 Rue des Fripiers, Galerie du Centre, 1000 Bruxelles",0486 57 16 44,,brussels,hotel,
Hôtel BELVUE,3.6,438,"Rue Evariste Pierron 1, 1080 Molenbeek-Saint-Jean",02 832 32 32,https://www.belvuehotel.com,brussels,hotel,info@belvuehotel.com
Hôtel BELVUE,3.6,438,"Rue Evariste Pierron 1, 1080 Molenbeek-Saint-Jean",02 832 32 32,https://www.belvuehotel.com,brussels,hotel,info@hotelligen.com
L-Avenue Brussels,4.7,33,"Av. Louise 323, 1050 Bruxelles",02 891 10 10,https://www.lavenue-be.com,brussels,hotel,reservation@lavenue-be.com
SmartFlats Grand Place,3.9,135,"Rue du Marché aux Poulets 54, 1000 Bruxelles",02 588 56 44,https://www.smartflats.be,brussels,hotel,
Restaurant Persia,4.2,306,"Rue des Chapeliers 30, 1000 Bruxelles",0468 06 46 76,https://www.restopersia.be,brussels,centre sport,booking@restopersia.be
Pasta Divina,4.6,"2,160","Rue de la Montagne 16, 1000 Bruxelles",02 511 21 55,https://www.pastadivina.be,brussels,centre sport,info@pastadivina.be
Beat restaurant & bar,4.1,753,"Rue de l'Enseignement 1, 1000 Bruxelles",0496 91 29 71,https://www.beatrestaurants.be,brussels,centre sport,
La Table de Mus,4.6,579,"Pl. de la Vieille Halle aux Blés 31, 1000 Bruxelles",02 511 05 86,https://www.latabledemus.be,brussels,centre sport,
Harvest,4.4,517,"Pl. du Samedi 14, 1000 Bruxelles",02 781 07 27,https://www.harvestrestaurantbruxelles.be,brussels,centre sport,
Comme Chez Soi,4.6,655,"Pl. Rouppe 23, 1000 Bruxelles",02 512 29 21,https://www.commechezsoi.be,brussels,centre sport,
Le Marmiton,4.5,"2,734","Galerie de la Reine 38, Rue des Bouchers 43, 1000 Bruxelles",02 511 79 10,https://www.lemarmiton.be,brussels,centre sport,
l'Atelier de Willy,4.4,393,"Bd Emile Jacqmain 118, 1000 Bruxelles",0471 65 08 27,https://www.latelierdewilly.be,brussels,centre sport,info@chez-willy.be
The Lobster House,4.7,"5,268","Rue des Bouchers 34, 1000 Bruxelles",02 502 20 16,https://www.thelobsterhouse.be,brussels,centre sport,16lobsterhouse@live.frRue
Lexpress,4.5,"2,986","Rue des Chapeliers 8, 1000 Bruxelles",02 512 88 83,,brussels,centre sport,
VIAGE Grill restaurant,3.6,28,"Bd Anspach 30, 1000 Bruxelles",02 300 01 00,https://www.viage.be,brussels,centre sport,
Le Bistro - Porte de Hal,4.6,"4,769","Bd de Waterloo 138, 1000 Bruxelles",02 539 44 54,https://www.le-bistro.be,brussels,centre sport,
Plaka,4.3,"3,053","Rue du Marché aux Fromages 6, 1000 Bruxelles",02 511 21 27,https://www.snackplaka.be,brussels,centre sport,
Brussels Grill Debrouckere,4.0,"1,270","Pl. De Brouckère 19, 1000 Bruxelles",02 219 12 19,https://www.brussels-grill.be,brussels,centre sport,
L’Ana Thème,4.5,262,"Rue de la Fourche 14, 1000 Bruxelles",0472 74 64 46,https://www.lanatheme.be,brussels,centre sport,
Le Pêcheur,4.3,"1,775","Rue de la Fourche 33, 1000 Bruxelles",0487 73 02 62,https://www.lepecheurbrussels.com,brussels,centre sport,
Restaurant de l'Ogenblik,4.2,561,"Galerie des Princes 1, 1000 Bruxelles",02 511 61 51,https://www.ogenblik.be,brussels,centre sport,
GUS,4.8,325,"Rue des Cultes 36, 1000 Bruxelles",02 265 79 61,https://www.gus-brussels.be,brussels,centre sport,
Le Chou de Bruxelles,4.6,"1,222","Rue de Florence 26, 1050 Bruxelles",02 537 69 95,https://www.lechoudebruxelles.be,brussels,centre sport,
L'Ancien Bruxelles,4.1,449,"Rue des Renards 32, 1000 Bruxelles",02 513 91 55,https://www.ancienbruxelles.be,brussels,centre sport,reservations@ancienbruxelles.be
Chez Léon,3.9,"10,921","Rue des Bouchers 18, 1000 Bruxelles",02 511 14 15,https://www.chezleon.be,brussels,centre sport,welcome@leon1893.com
La Marée,4.6,741,"Rue de Flandre 99, 1000 Bruxelles",02 511 00 40,https://www.lamaree-sa.com,brussels,centre sport,
Yummy Bowl,4.8,740,"Rue des Eperonniers 49, 1000 Bruxelles",02 265 18 02,https://www.yummybowl.be,brussels,centre sport,
Chez Gudule,4.1,378,"Treurenberg 9, 1000 Bruxelles",02 733 66 68,https://www.chezgudule.be,brussels,centre sport,
The blue,4.6,"2,527","Rue du Marché aux Fromages 18, 1000 Bruxelles",0486 65 96 75,,brussels,centre sport,
Aux Armes de Bruxelles,4.2,"2,735","Rue des Bouchers 13, 1000 Bruxelles",02 511 55 50,https://www.auxarmesdebruxelles.com,brussels,centre sport,welcome@adb1921.com
Le Bourgeois,2.8,518,"Rue des Bouchers 17, 1000 Bruxelles",,,brussels,centre sport,
Le Rossini,4.6,247,"Bd Adolphe Max 7, 1000 Bruxelles",0487 84 67 83,https://www.restaurantlerossini.be,brussels,centre sport,0487846783info@restaurantlerossini.be
SAN Sablon,4.5,342,"Rue Joseph Stevens 12, 1000 Bruxelles",02 512 42 12,https://www.sansablon.be,brussels,centre sport,info@sansablon.be
SAN Sablon,4.5,342,"Rue Joseph Stevens 12, 1000 Bruxelles",02 512 42 12,https://www.sansablon.be,brussels,centre sport,sophie@shd.group
Fin de Siècle,4.6,"5,775","Rue des Chartreux 9, 1000 Bruxelles",,https://www.findesiecle.be,brussels,centre sport,
Restaurant Mozart,4.4,"1,497","Pt Rue des Bouchers 18/24, 1000 Bruxelles",0493 96 69 29,https://www.mozart-resto.be,brussels,centre sport,
Hispania Brussels,4.5,296,"Rue Bodenbroek 2, 1000 Bruxelles",02 512 91 32,https://www.hispaniabrussels.com,brussels,centre sport,
Cave du Roy,4.2,505,"Grand Place 14, 1000 Bruxelles",02 502 14 11,https://www.caveduroy.com,brussels,centre sport,info@caveduroy.com
Bia Mara,4.5,"3,836","Rue du Marché aux Poulets 41, 1000 Bruxelles",02 502 00 61,https://www.biamara.com,brussels,centre sport,
Restaurant Vincent,4.0,889,"Rue des Dominicains 8, 1000 Bruxelles",02 511 26 07,https://www.restaurantvincent.be,brussels,centre sport,
De Bruxelles et d'Ailleurs,,,"Rue du Congrès 30, 1000 Bruxelles",02 203 26 29,,brussels,centre sport,
Steak N'Chill Brussel,4.0,367,"Bd du Jardin Botanique 7, 1000 Bruxelles",02 675 55 51,https://www.steaknchillbrussels.be,brussels,centre sport,
Brussels Grill Grand Place,3.9,"1,754","Rue du Marché aux Herbes 89, 1000 Bruxelles",02 503 17 22,https://www.brussels-grill.be,brussels,centre sport,
Le Vismet,4.5,455,"Pl. Sainte-Catherine 23, 1000 Bruxelles",02 218 85 45,https://www.levismet.be,brussels,centre sport,
Bocconi,4.2,472,"Rue de l'Amigo 1, 1000 Bruxelles",02 547 47 15,https://www.roccofortehotels.com,brussels,centre sport,enquiries@roccofortehotels.com
Namaste Indian restaurant,4.2,"1,569","Rue Jules Van Praet 30, 1000 Bruxelles",02 513 07 11,https://www.namastebrussel.be,brussels,centre sport,
Brussel,,,"Rue Saint-Michel, 1000 Bruxelles",,,brussels,centre sport,
Feux de Bengale,4.1,"1,005","Rue des Eperonniers 69, 1000 Bruxelles",02 513 51 63,https://www.feuxdebengale.be,brussels,centre sport,
Pois Chiche,4.4,745,"Pl. de la Chapelle 15, 1000 Bruxelles",02 306 33 20,https://www.poischiche.be,brussels,centre sport,
Ellis Gourmet Burger,4.1,"2,058","Pl. Sainte-Catherine 4, 1000 Bruxelles",02 514 23 14,https://www.ellis.be,brussels,centre sport,
Lola,4.2,824,"Pl. du Grand Sablon 33, 1000 Bruxelles",02 514 24 60,https://www.lola-restaurant.be,brussels,centre sport,info@lola-restaurant.be
La bonne chère,4.9,221,"Rue Notre-Seigneur 19, 1000 Bruxelles",02 523 75 55,https://www.labonnechere.be,brussels,centre sport,contact@labonnechere.be
La Terrasse,4.1,895,"Rue des Bouchers 12, 1000 Bruxelles",,https://www.la-terrasse-de-bruxelles.be,brussels,centre sport,
't Kelderke,4.2,"1,435","Grand Place 15, 1000 Bruxelles",02 513 73 44,https://www.restaurant-het-kelderke.be,brussels,centre sport,
La Truffe Noire,4.4,447,"Bd de la Cambre 12, 1000 Bruxelles",02 640 44 22,https://www.truffenoire.com,brussels,centre sport,reservation@truffenoire.com
Le petit Chou de Bruxelles,3.4,290,"Rue du Vieux Marché aux Grains 2A, 1000 Bruxelles",02 502 60 37,,brussels,centre sport,
Brussels Brasserie,2.7,89,"Grand Place 34, 1000 Bruxelles",,,brussels,centre sport,
La Villa in the Sky,4.6,415,"IT Tower, Louizalaan 480/25th floor, 1050 Brussel",02 644 69 14,https://www.lavillainthesky.be,brussels,centre sport,info@lavillainthesky.be
Le Conteur,4.5,698,"Rue du Marché aux Poulets 32, 1000 Bruxelles",02 347 02 91,https://www.le-conteur.com,brussels,centre sport,reservations.leconteur@gmail.com
Gramm,4.5,218,"Rue de Flandre 86, 1000 Bruxelles",0495 10 18 22,https://www.grammrestaurant.be,brussels,centre sport,
East at West_Restaurant Libanais Bruxelles,4.7,321,"Bd de l'Empereur 26, 1000 Bruxelles",0465 20 60 24,https://www.eastatwest.be,brussels,centre sport,info@eastatwest.be
Hard Rock Cafe,4.3,"6,765","Grand Place 12A, 1000 Bruxelles",02 546 16 60,https://www.hardrockcafe.com,brussels,centre sport,
Au Vieux Saint Martin,4.2,"1,463","Pl. du Grand Sablon 38, 1000 Bruxelles",02 512 64 76,https://www.auvieuxsaintmartin.be,brussels,centre sport,
ComoTapas Bruselas,4.0,"1,071","Rue Antoine Dansaert 19, 1000 Bruxelles",02 503 03 30,https://www.comotapas.com,brussels,centre sport,
Restaurant beautiful,,,"Rue de la Fourche 9, 1000 Bruxelles",0466 11 25 11,,brussels,centre sport,
L'Everest,4.4,658,"Chaussée de Vleurgat 153 Ixelles, 1050 Brussel",02 647 57 77,https://www.leverest.be,brussels,centre sport,info@leverest.be
KoKoB,4.2,"1,690","Rue des Grands Carmes 10, 1000 Bruxelles",02 511 19 50,https://www.kokob.be,brussels,centre sport,
Grimbergen Cafe,4.2,"3,435","Pl. Sainte-Catherine 22, 1000 Bruxelles",02 229 00 09,https://www.grimbergencafe.be,brussels,centre sport,info@grimbergencafe.be
Au Stekerlapatte,4.4,674,"Rue des Prêtres 4, 1000 Bruxelles",02 512 86 81,https://www.austekerlapatte.be,brussels,centre sport,austekerlapatte@gmail.com
The Noodle Bar Brussels,4.3,"1,291","Rue du Marché aux Fromages 15, 1000 Bruxelles",0484 48 42 46,https://www.noodlebar.be,brussels,centre sport,MenuRoeselareroeselare@noodlebar.beBotermarkt
The Noodle Bar Brussels,4.3,"1,291","Rue du Marché aux Fromages 15, 1000 Bruxelles",0484 48 42 46,https://www.noodlebar.be,brussels,centre sport,MenuKortrijkkortrijk@noodlebar.beKortrijk
The Noodle Bar Brussels,4.3,"1,291","Rue du Marché aux Fromages 15, 1000 Bruxelles",0484 48 42 46,https://www.noodlebar.be,brussels,centre sport,Menubrussels@noodlebar.beBrussels
Encore Bruxelles,4.2,410,"Pl. de la Vieille Halle aux Blés 39, 1000 Bruxelles",,https://www.core-bruxelles.be,brussels,centre sport,56restaurant@core-bruxelles.beR9V2
Tonton Garby,4.8,"2,002","Rue Duquesnoy 6, 1000 Bruxelles",0484 29 02 16,,brussels,centre sport,
Restaurant de la Bourse,4.3,223,"Rue de Flandre 32, 1000 Bruxelles",02 511 99 29,,brussels,centre sport,
Au Pleysier,4.6,403,"Borgwal 3, 1000 Bruxelles",02 511 40 00,https://www.aupleysier.be,brussels,centre sport,
Chutney's,3.7,594,"Rue des Eperonniers 34, 1000 Bruxelles",02 505 53 00,https://www.chutneysbrussels.com,brussels,centre sport,info.warwickbrussels@warwickhotels.com
Chutney's,3.7,594,"Rue des Eperonniers 34, 1000 Bruxelles",02 505 53 00,https://www.chutneysbrussels.com,brussels,centre sport,butler.brussels@warwickhotels.com
Un bout d’histoire,4.3,838,"Rue des Chartreux 32, 1000 Bruxelles",02 772 46 77,https://www.un-bout-dhistoire.webador.be,brussels,centre sport,
BBQ Brussels,4.3,3,1000 Brussels,,,brussels,centre sport,
Les Filles,4.2,583,"Rue du Vieux Marché aux Grains 46, 1000 Bruxelles",02 534 04 83,https://www.lesfilles.be,brussels,centre sport,info@lesfilles.be
